time_sec,window_idx,pred_class,pred_label,confidence,gate_fired,command
62.0,250,2,RIGHT HAND,1.0,True,RIGHT HAND
62.248,251,2,RIGHT HAND,1.0,False,
62.496,252,2,RIGHT HAND,1.0,False,
62.744,253,2,RIGHT HAND,1.0,False,
62.992,254,2,RIGHT HAND,1.0,False,
63.24,255,2,RIGHT HAND,1.0,False,
63.488,256,2,RIGHT HAND,1.0,False,
63.736,257,2,RIGHT HAND,1.0,False,
63.984,258,2,RIGHT HAND,1.0,True,RIGHT HAND
64.232,259,2,RIGHT HAND,1.0,False,
64.48,260,2,RIGHT HAND,1.0,False,
64.728,261,2,RIGHT HAND,1.0,False,
64.976,262,2,RIGHT HAND,1.0,False,
65.224,263,2,RIGHT HAND,1.0,False,
65.472,264,2,RIGHT HAND,1.0,False,
65.72,265,2,RIGHT HAND,1.0,False,
65.968,266,2,RIGHT HAND,1.0,True,RIGHT HAND
66.216,267,2,RIGHT HAND,1.0,False,
66.464,268,2,RIGHT HAND,1.0,False,
66.712,269,2,RIGHT HAND,1.0,False,
66.96,270,2,RIGHT HAND,1.0,False,
67.208,271,2,RIGHT HAND,1.0,False,
67.456,272,2,RIGHT HAND,1.0,False,
67.704,273,2,RIGHT HAND,1.0,False,
67.952,274,2,RIGHT HAND,1.0,True,RIGHT HAND
68.2,275,2,RIGHT HAND,1.0,False,
68.448,276,3,FEET,1.0,False,
68.696,277,3,FEET,1.0,False,
68.944,278,3,FEET,1.0,False,
69.192,279,2,RIGHT HAND,1.0,False,
69.44,280,3,FEET,1.0,False,
69.688,281,2,RIGHT HAND,1.0,False,
69.936,282,3,FEET,1.0,False,
70.184,283,2,RIGHT HAND,1.0,False,
70.432,284,2,RIGHT HAND,1.0,False,
70.68,285,2,RIGHT HAND,1.0,False,
70.928,286,2,RIGHT HAND,1.0,False,
71.176,287,2,RIGHT HAND,1.0,True,RIGHT HAND
71.424,288,2,RIGHT HAND,1.0,False,
71.672,289,1,LEFT HAND,1.0,False,
71.92,290,1,LEFT HAND,1.0,False,
72.168,291,1,LEFT HAND,1.0,False,
72.416,292,1,LEFT HAND,1.0,False,
72.664,293,1,LEFT HAND,1.0,False,
72.912,294,1,LEFT HAND,1.0,False,
73.16,295,1,LEFT HAND,1.0,True,LEFT HAND
73.408,296,2,RIGHT HAND,1.0,False,
73.656,297,2,RIGHT HAND,1.0,False,
73.904,298,2,RIGHT HAND,1.0,False,
74.152,299,2,RIGHT HAND,1.0,False,
74.4,300,2,RIGHT HAND,1.0,False,
74.648,301,2,RIGHT HAND,1.0,False,
74.896,302,2,RIGHT HAND,1.0,False,
75.144,303,1,LEFT HAND,1.0,False,
75.392,304,3,FEET,1.0,False,
75.64,305,3,FEET,1.0,False,
75.888,306,1,LEFT HAND,1.0,False,
76.136,307,2,RIGHT HAND,1.0,False,
76.384,308,2,RIGHT HAND,1.0,False,
76.632,309,2,RIGHT HAND,1.0,False,
76.88,310,2,RIGHT HAND,1.0,False,
77.128,311,2,RIGHT HAND,1.0,True,RIGHT HAND
77.376,312,2,RIGHT HAND,1.0,False,
77.624,313,2,RIGHT HAND,1.0,False,
77.872,314,2,RIGHT HAND,1.0,False,
78.12,315,2,RIGHT HAND,1.0,False,
78.368,316,2,RIGHT HAND,1.0,False,
78.616,317,2,RIGHT HAND,1.0,False,
78.864,318,2,RIGHT HAND,1.0,False,
79.112,319,2,RIGHT HAND,1.0,True,RIGHT HAND
79.36,320,2,RIGHT HAND,1.0,False,
79.608,321,2,RIGHT HAND,1.0,False,
79.856,322,2,RIGHT HAND,1.0,False,
80.104,323,2,RIGHT HAND,1.0,False,
80.352,324,2,RIGHT HAND,1.0,False,
80.6,325,2,RIGHT HAND,1.0,False,
80.848,326,3,FEET,1.0,False,
81.096,327,3,FEET,1.0,False,
81.344,328,3,FEET,1.0,False,
81.592,329,3,FEET,1.0,False,
81.84,330,2,RIGHT HAND,1.0,False,
82.088,331,2,RIGHT HAND,1.0,False,
82.336,332,2,RIGHT HAND,1.0,False,
82.584,333,2,RIGHT HAND,1.0,False,
82.832,334,2,RIGHT HAND,1.0,True,RIGHT HAND
83.08,335,2,RIGHT HAND,1.0,False,
83.328,336,2,RIGHT HAND,1.0,False,
83.576,337,2,RIGHT HAND,1.0,False,
83.824,338,2,RIGHT HAND,1.0,False,
84.072,339,2,RIGHT HAND,1.0,False,
84.32,340,2,RIGHT HAND,1.0,False,
84.568,341,2,RIGHT HAND,1.0,False,
84.816,342,2,RIGHT HAND,1.0,True,RIGHT HAND
85.064,343,2,RIGHT HAND,1.0,False,
85.312,344,2,RIGHT HAND,1.0,False,
85.56,345,2,RIGHT HAND,1.0,False,
85.808,346,2,RIGHT HAND,1.0,False,
86.056,347,2,RIGHT HAND,1.0,False,
86.304,348,2,RIGHT HAND,1.0,False,
86.552,349,2,RIGHT HAND,1.0,False,
86.8,350,2,RIGHT HAND,1.0,True,RIGHT HAND
87.048,351,2,RIGHT HAND,1.0,False,
87.296,352,2,RIGHT HAND,1.0,False,
87.544,353,2,RIGHT HAND,1.0,False,
87.792,354,2,RIGHT HAND,1.0,False,
88.04,355,2,RIGHT HAND,1.0,False,
88.288,356,2,RIGHT HAND,1.0,False,
88.536,357,2,RIGHT HAND,1.0,False,
88.784,358,2,RIGHT HAND,1.0,True,RIGHT HAND
89.032,359,2,RIGHT HAND,1.0,False,
89.28,360,2,RIGHT HAND,1.0,False,
89.528,361,2,RIGHT HAND,1.0,False,
89.776,362,2,RIGHT HAND,1.0,False,
90.024,363,2,RIGHT HAND,1.0,False,
90.272,364,2,RIGHT HAND,1.0,False,
90.52,365,2,RIGHT HAND,1.0,False,
90.768,366,2,RIGHT HAND,1.0,True,RIGHT HAND
91.016,367,2,RIGHT HAND,1.0,False,
91.264,368,2,RIGHT HAND,1.0,False,
91.512,369,2,RIGHT HAND,1.0,False,
91.76,370,2,RIGHT HAND,1.0,False,
92.008,371,2,RIGHT HAND,1.0,False,
92.256,372,2,RIGHT HAND,1.0,False,
92.504,373,2,RIGHT HAND,1.0,False,
92.752,374,2,RIGHT HAND,1.0,True,RIGHT HAND
93.0,375,2,RIGHT HAND,1.0,False,
93.248,376,2,RIGHT HAND,1.0,False,
93.496,377,2,RIGHT HAND,1.0,False,
93.744,378,2,RIGHT HAND,1.0,False,
93.992,379,2,RIGHT HAND,1.0,False,
94.24,380,2,RIGHT HAND,1.0,False,
94.488,381,2,RIGHT HAND,1.0,False,
94.736,382,2,RIGHT HAND,1.0,True,RIGHT HAND
94.984,383,2,RIGHT HAND,1.0,False,
95.232,384,2,RIGHT HAND,1.0,False,
95.48,385,2,RIGHT HAND,1.0,False,
95.728,386,2,RIGHT HAND,1.0,False,
95.976,387,2,RIGHT HAND,1.0,False,
96.224,388,3,FEET,1.0,False,
96.472,389,2,RIGHT HAND,1.0,False,
96.72,390,2,RIGHT HAND,1.0,False,
96.968,391,2,RIGHT HAND,1.0,False,
97.216,392,2,RIGHT HAND,1.0,False,
97.464,393,2,RIGHT HAND,1.0,True,RIGHT HAND
97.712,394,2,RIGHT HAND,1.0,False,
97.96,395,2,RIGHT HAND,1.0,False,
98.208,396,2,RIGHT HAND,1.0,False,
98.456,397,2,RIGHT HAND,1.0,False,
98.704,398,2,RIGHT HAND,1.0,False,
98.952,399,2,RIGHT HAND,1.0,False,
99.2,400,2,RIGHT HAND,1.0,False,
99.448,401,2,RIGHT HAND,1.0,True,RIGHT HAND
99.696,402,2,RIGHT HAND,1.0,False,
99.944,403,2,RIGHT HAND,1.0,False,
100.192,404,2,RIGHT HAND,1.0,False,
100.44,405,2,RIGHT HAND,1.0,False,
100.688,406,2,RIGHT HAND,1.0,False,
100.936,407,2,RIGHT HAND,1.0,False,
101.184,408,2,RIGHT HAND,1.0,False,
101.432,409,2,RIGHT HAND,1.0,True,RIGHT HAND
101.68,410,2,RIGHT HAND,1.0,False,
101.928,411,2,RIGHT HAND,1.0,False,
102.176,412,2,RIGHT HAND,1.0,False,
102.424,413,2,RIGHT HAND,1.0,False,
102.672,414,2,RIGHT HAND,1.0,False,
102.92,415,2,RIGHT HAND,1.0,False,
103.168,416,2,RIGHT HAND,1.0,False,
103.416,417,2,RIGHT HAND,1.0,True,RIGHT HAND
103.664,418,2,RIGHT HAND,1.0,False,
103.912,419,2,RIGHT HAND,1.0,False,
104.16,420,4,TONGUE,1.0,False,
104.408,421,4,TONGUE,1.0,False,
104.656,422,4,TONGUE,1.0,False,
104.904,423,2,RIGHT HAND,1.0,False,
105.152,424,2,RIGHT HAND,1.0,False,
105.4,425,2,RIGHT HAND,1.0,False,
105.648,426,2,RIGHT HAND,1.0,False,
105.896,427,2,RIGHT HAND,1.0,True,RIGHT HAND
106.144,428,2,RIGHT HAND,1.0,False,
106.392,429,2,RIGHT HAND,1.0,False,
106.64,430,2,RIGHT HAND,1.0,False,
106.888,431,2,RIGHT HAND,1.0,False,
107.136,432,2,RIGHT HAND,1.0,False,
107.384,433,1,LEFT HAND,1.0,False,
107.632,434,2,RIGHT HAND,1.0,False,
107.88,435,2,RIGHT HAND,1.0,False,
108.128,436,2,RIGHT HAND,1.0,False,
108.376,437,2,RIGHT HAND,1.0,False,
108.624,438,2,RIGHT HAND,1.0,True,RIGHT HAND
108.872,439,2,RIGHT HAND,1.0,False,
109.12,440,2,RIGHT HAND,1.0,False,
109.368,441,2,RIGHT HAND,1.0,False,
109.616,442,2,RIGHT HAND,1.0,False,
109.864,443,2,RIGHT HAND,1.0,False,
110.112,444,2,RIGHT HAND,1.0,False,
110.36,445,2,RIGHT HAND,1.0,False,
110.608,446,2,RIGHT HAND,1.0,True,RIGHT HAND
110.856,447,2,RIGHT HAND,1.0,False,
111.104,448,2,RIGHT HAND,1.0,False,
111.352,449,2,RIGHT HAND,1.0,False,
111.6,450,3,FEET,1.0,False,
111.848,451,3,FEET,1.0,False,
112.096,452,2,RIGHT HAND,1.0,False,
112.344,453,2,RIGHT HAND,1.0,False,
112.592,454,2,RIGHT HAND,1.0,False,
112.84,455,2,RIGHT HAND,1.0,False,
113.088,456,2,RIGHT HAND,1.0,True,RIGHT HAND
113.336,457,2,RIGHT HAND,1.0,False,
113.584,458,2,RIGHT HAND,1.0,False,
113.832,459,2,RIGHT HAND,1.0,False,
114.08,460,2,RIGHT HAND,1.0,False,
114.328,461,2,RIGHT HAND,1.0,False,
114.576,462,2,RIGHT HAND,1.0,False,
114.824,463,2,RIGHT HAND,1.0,False,
115.072,464,2,RIGHT HAND,1.0,True,RIGHT HAND
115.32,465,2,RIGHT HAND,1.0,False,
115.568,466,2,RIGHT HAND,1.0,False,
115.816,467,2,RIGHT HAND,1.0,False,
116.064,468,2,RIGHT HAND,1.0,False,
116.312,469,2,RIGHT HAND,1.0,False,
116.56,470,2,RIGHT HAND,1.0,False,
116.808,471,2,RIGHT HAND,1.0,False,
117.056,472,2,RIGHT HAND,1.0,True,RIGHT HAND
117.304,473,2,RIGHT HAND,1.0,False,
117.552,474,4,TONGUE,1.0,False,
117.8,475,4,TONGUE,1.0,False,
118.048,476,4,TONGUE,1.0,False,
118.296,477,2,RIGHT HAND,1.0,False,
118.544,478,2,RIGHT HAND,1.0,False,
118.792,479,2,RIGHT HAND,1.0,False,
119.04,480,2,RIGHT HAND,1.0,False,
119.288,481,2,RIGHT HAND,1.0,True,RIGHT HAND
119.536,482,2,RIGHT HAND,1.0,False,
119.784,483,2,RIGHT HAND,1.0,False,
120.032,484,2,RIGHT HAND,1.0,False,
120.28,485,2,RIGHT HAND,1.0,False,
120.528,486,2,RIGHT HAND,1.0,False,
120.776,487,2,RIGHT HAND,1.0,False,
121.024,488,3,FEET,1.0,False,
121.272,489,3,FEET,1.0,False,
121.52,490,3,FEET,1.0,False,
121.768,491,3,FEET,1.0,False,
122.016,492,2,RIGHT HAND,1.0,False,
122.264,493,3,FEET,1.0,False,
122.512,494,2,RIGHT HAND,1.0,False,
122.76,495,2,RIGHT HAND,1.0,False,
123.008,496,2,RIGHT HAND,1.0,False,
123.256,497,2,RIGHT HAND,1.0,False,
123.504,498,2,RIGHT HAND,1.0,True,RIGHT HAND
123.752,499,4,TONGUE,1.0,False,
124.0,500,4,TONGUE,1.0,False,
124.248,501,4,TONGUE,1.0,False,
124.496,502,4,TONGUE,1.0,False,
124.744,503,4,TONGUE,1.0,False,
124.992,504,4,TONGUE,1.0,False,
125.24,505,2,RIGHT HAND,1.0,False,
125.488,506,2,RIGHT HAND,1.0,False,
125.736,507,2,RIGHT HAND,1.0,False,
125.984,508,2,RIGHT HAND,1.0,False,
126.232,509,3,FEET,1.0,False,
126.48,510,3,FEET,1.0,False,
126.728,511,3,FEET,1.0,False,
126.976,512,2,RIGHT HAND,1.0,False,
127.224,513,2,RIGHT HAND,1.0,False,
127.472,514,2,RIGHT HAND,1.0,False,
127.72,515,2,RIGHT HAND,1.0,False,
127.968,516,2,RIGHT HAND,1.0,True,RIGHT HAND
128.216,517,2,RIGHT HAND,1.0,False,
128.464,518,2,RIGHT HAND,1.0,False,
128.712,519,2,RIGHT HAND,1.0,False,
128.96,520,2,RIGHT HAND,1.0,False,
129.208,521,2,RIGHT HAND,1.0,False,
129.456,522,2,RIGHT HAND,1.0,False,
129.704,523,2,RIGHT HAND,1.0,False,
129.952,524,2,RIGHT HAND,1.0,True,RIGHT HAND
130.2,525,2,RIGHT HAND,1.0,False,
130.448,526,2,RIGHT HAND,1.0,False,
130.696,527,2,RIGHT HAND,1.0,False,
130.944,528,2,RIGHT HAND,1.0,False,
131.192,529,2,RIGHT HAND,1.0,False,
131.44,530,2,RIGHT HAND,1.0,False,
131.688,531,2,RIGHT HAND,1.0,False,
131.936,532,2,RIGHT HAND,1.0,True,RIGHT HAND
132.184,533,2,RIGHT HAND,1.0,False,
132.432,534,2,RIGHT HAND,1.0,False,
132.68,535,2,RIGHT HAND,1.0,False,
132.928,536,2,RIGHT HAND,1.0,False,
133.176,537,2,RIGHT HAND,1.0,False,
133.424,538,2,RIGHT HAND,1.0,False,
133.672,539,2,RIGHT HAND,1.0,False,
133.92,540,2,RIGHT HAND,1.0,True,RIGHT HAND
134.168,541,2,RIGHT HAND,1.0,False,
134.416,542,2,RIGHT HAND,1.0,False,
134.664,543,2,RIGHT HAND,1.0,False,
134.912,544,2,RIGHT HAND,1.0,False,
135.16,545,2,RIGHT HAND,1.0,False,
135.408,546,2,RIGHT HAND,1.0,False,
135.656,547,2,RIGHT HAND,1.0,False,
135.904,548,2,RIGHT HAND,1.0,True,RIGHT HAND
136.152,549,2,RIGHT HAND,1.0,False,
136.4,550,3,FEET,1.0,False,
136.648,551,2,RIGHT HAND,1.0,False,
136.896,552,1,LEFT HAND,1.0,False,
137.144,553,2,RIGHT HAND,1.0,False,
137.392,554,2,RIGHT HAND,1.0,False,
137.64,555,2,RIGHT HAND,1.0,False,
137.888,556,2,RIGHT HAND,1.0,False,
138.136,557,2,RIGHT HAND,1.0,True,RIGHT HAND
138.384,558,2,RIGHT HAND,1.0,False,
138.632,559,2,RIGHT HAND,1.0,False,
138.88,560,2,RIGHT HAND,1.0,False,
139.128,561,2,RIGHT HAND,1.0,False,
139.376,562,2,RIGHT HAND,1.0,False,
139.624,563,2,RIGHT HAND,1.0,False,
139.872,564,2,RIGHT HAND,1.0,False,
140.12,565,2,RIGHT HAND,1.0,True,RIGHT HAND
140.368,566,2,RIGHT HAND,1.0,False,
140.616,567,2,RIGHT HAND,1.0,False,
140.864,568,2,RIGHT HAND,1.0,False,
141.112,569,2,RIGHT HAND,1.0,False,
141.36,570,2,RIGHT HAND,1.0,False,
141.608,571,2,RIGHT HAND,1.0,False,
141.856,572,2,RIGHT HAND,1.0,False,
142.104,573,2,RIGHT HAND,1.0,True,RIGHT HAND
142.352,574,2,RIGHT HAND,1.0,False,
142.6,575,2,RIGHT HAND,1.0,False,
142.848,576,2,RIGHT HAND,1.0,False,
